"section","Frequency rank","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss ES","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_ES","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula ES","meaning fixed","Qal=1 ES","Nifal=2 ES","Piel=3 ES","Pual=4 ES","Hitpael=5 ES","Hifil=6 ES","Hofal=7 ES","Hishtafal=8 ES","Passive qal=9 ES","Etpaal=1 ES","Nitpael=11 ES","Hotpaal=12 ES","Tifal=13 ES","Hitpoal=14 ES","Poal=15 ES","Poel=16 ES"
"sec0307",64,781,761,">CH/","אִשָּׁה I",,,,,", , , ",,"subs",,"woman; each woman",,,"Mitchel_Sec1.C (999-730)",,"mujer; cada mujer","mujer; cada mujer; esposa",,"done",,,,,,,,,,,,,,,,
"sec0310",65,769,1496,"GM","גַּם ",,,,,", , , ",,"advb",,"also, even, too",,,"Mitchel_Sec1.C (999-730)",,"también, en realidad","también, en realidad",,"done",,,,,,,,,,,,,,,,
"sec0325",66,768,8009,"CNJM/","שְׁנַיִם ",,,,,", , , ",,"subs",,"two",,,"Mitchel_Sec1.C (999-730)",,"dos","dos",,"done",,,,,,,,,,,,,,,,
"sec0315",67,766,4747,"MCH=/","מֹשֶׁה II",,,,,", , , ",,"nmpr",,"Moses",,,"Mitchel_Sec1.C (999-730)",,"Moisés","Moisés",,"done",,,,,,,,,,,,,,,,
"sec0316",68,754,5177,"NPC/","נֶפֶשׁ ",,,,,", , , ",,"subs",,"throat, soul, living being",,,"Mitchel_Sec1.C (999-730)",,"alma, ser viviente, vida, uno mismo; garganta","persona, alma, ser viviente, vida, uno mismo; garganta",,"done",,,,,,,,,,,,,,,,
"sec0313",69,750,3432,"KHN/","כֹּהֵן ",,,,,", , , ",,"subs",,"priest",,,"Mitchel_Sec1.C (999-730)",,"sacerdote","sacerdote",,"done",,,,,,,,,,,,,,,,
"sec0309",70,747,819,">TH","אַתָּה ",,,,,", , , ",,"prps",,"you",,,"Mitchel_Sec1.C (999-730)",,"tú, usted","tú, usted",,"done",,,,,,,,,,,,,,,,
"sec0305",71,746,404,">LH","אֵלֶּה ",,,,,", , , ",,"prde",,"these",,,"Mitchel_Sec1.C (999-730)",,"estos","estos",,"done",,,,,,,,,,,,,,,,
"sec0311",72,743,1794,"H=","הֲ II",,,,,", , , ",,"inrg",,"<interrogative>",,,"Mitchel_Sec1.A (50273-2200)",,"prefijo o partícula interrogativa","partícula interrogativa, <PI>",,"done",,,,,,,,,,,,,,,,
"sec0320",73,732,7020,"QR>[","קרא I",,"ii-guttural","iii-aleph",,", ii-guttural, iii-aleph, ","ii-guttural, iii-aleph","verb","nif pual qal","call, cry; invite; proclaim; read aloud",,,"Mitchel_Sec1.C (999-730)",,"qal: llamar, encontrar; leer (en voz alta); ni: leído en voz alta, ser llamado; mencionado; proclamado; pu: ser llamado;","qal: llamar, encontrar; leer (en voz alta), proclamar, gritar, anunciar, nombrar; ni: leído en voz alta, ser llamado; mencionado; proclamado; pu: ser llamado;","qal: llamar, encontrar; leer (en voz alta), proclamar, gritar, anunciar, nombrar; qal pass: ; ni: leído en voz alta, ser llamado; mencionado; proclamado; pi: ; pu: ser llamado; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","llamar, encontrar; leer (en voz alta), proclamar, gritar, anunciar, nombrar","leído en voz alta, ser llamado; mencionado; proclamado",,"ser llamado",,,,,,,,,,,,
"sec0304",74,726,394,">L=","אַל II",,,,,", , , ",,"nega",,"not",,,"Mitchel_Sec1.C (999-730)",,"no","no",,"done",,,,,,,,,,,,,,,,
"sec0301",75,715,301,">XR/","אַחַר I",,,,,", , , ",,"subs",,"back side; after; behind",,,"Mitchel_Sec1.D (729-500)",,"detrás, después; parte trasera","detrás, después; parte trasera",,"done",,,,,,,,,,,,,,,,
"sec0406",76,706,1778,"DRK/","דֶּרֶךְ ",,,,,", , , ",,"subs",,"way",,,"Mitchel_Sec1.D (729-500)",,"camino, vía, senda, jornada; costumbre","camino, vía, senda, jornada; costumbre",,"done",,,,,,,,,,,,,,,,
"sec0417",77,681,4589,"MYRJM/","מִצְרַיִם ",,,,,", , , ",,"nmpr",,"Egypt",,,"Mitchel_Sec1.D (729-500)",,"Egipto","Egipto",,"done",,,,,,,,,,,,,,,,
"sec0418",78,653,5237,"NF>[","נשׂא ","i-nun",,"iii-aleph",,"i-nun, , iii-aleph, ","i-nun, iii-aleph","verb","hif hit nif piel qal","lift, carry",,,"Mitchel_Sec1.D (729-500)",,"qal: levantar, soportar, cargar; ni: ser levantado, cargado; pi: levantar, cargar, asistir; hit: levantarse a sí mismo, levantarse; hif: hacer cargar, hacer traer ;","qal: levantar, soportar, cargar; ni: ser levantado, cargado; pi: levantar, cargar, asistir; hit: levantarse a sí mismo, levantarse; hi: hacer cargar, hacer traer ;","qal: levantar, soportar, cargar; qal pass: ; ni: ser levantado, cargado; pi: levantar, cargar, asistir; pu: ; hit: levantarse a sí mismo, levantarse; hi: hacer cargar, hacer traer ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","levantar, soportar, cargar","ser levantado, cargado","levantar, cargar, asistir",,"levantarse a sí mismo, levantarse","hacer cargar, hacer traer ",,,,,,,,,,
"sec0410",79,643,3275,"JRWCLM/","יְרוּשָׁלִַם ",,,,,", , , ",,"nmpr",,"Jerusalem",,,"Mitchel_Sec1.D (729-500)",,"Jerusalén","Jerusalén",,"done",,,,,,,,,,,,,,,,
"sec0402",80,629,244,">X/","אָח I",,,,,", , , ",,"subs",,"brother",,,"Mitchel_Sec1.D (729-500)",,"hermano","hermano",,"done",,,,,,,,,,,,,,,,
"sec0421",81,629,6858,"QWM[","קום ",,"ii-waw",,,", ii-waw, , ","ii-waw","verb","hif hit hof piel qal","stand up, remain standing",,,"Mitchel_Sec1.D (729-500)",,"qal: levantarse, pararse; pi: establecer, confirmar; hit: rebelarse; hif: levantarse; llevar a cabo, realizar; levantar; hof: ser levantado, suceder; llevar a cabo;","qal: levantarse, pararse; pi: establecer, confirmar; hit: rebelarse; hi: levantarse; llevar a cabo, realizar; levantar; ho: ser levantado, suceder; llevar a cabo, haber sido levantado;","qal: levantarse, pararse; qal pass: ; ni: ; pi: establecer, confirmar; pu: ; hit: rebelarse; hi: levantarse; llevar a cabo, realizar; levantar; ho: ser levantado, suceder; llevar a cabo, haber sido levantado; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","levantarse, pararse",,"establecer, confirmar",,"rebelarse","levantarse; llevar a cabo, realizar; levantar","ser levantado, suceder; llevar a cabo, haber sido levantado",,,,,,,,,
"sec0408",82,604,1966,"Z>T","זֹאת ",,,,,", , , ",,"prde",,"this",,,"Mitchel_Sec1.B (2199-1000)",,"esta","esta",,"done",,,,,,,,,,,,,,,,
"sec0424",83,602,7894,"CLC/","שָׁלֹשׁ I",,,,,", , , ",,"subs",,"three",,,"Mitchel_Sec1.D (729-500)",,"tres","tres",,"done",,,,,,,,,,,,,,,,
"sec0413",84,601,3692,"LB/","לֵב ",,,,,", , , ",,"subs",,"heart, the inner",,,"Mitchel_Sec1.C (999-730)",,"corazón, el interior","corazón, el interior",,"done",,,,,,,,,,,,,,,,
"sec0422",85,599,7112,"R>C/","רֹאשׁ I",,,,,", , , ",,"subs",,"head, top; beginning; best; chief; sum; division",,,"Mitchel_Sec1.D (729-500)",,"cabeza, líder; principio; mejor; jefe; suma; división","cabeza, líder; principio; mejor; jefe; suma; división",,"done",,,,,,,,,,,,,,,,
"sec0403",86,588,1258,"BT/","בַּת I",,,,,", , , ",,"subs",,"daughter",,,"Mitchel_Sec1.D (729-500)",,"hija","hija",,"done",,,,,,,,,,,,,,,,
"sec0423",87,583,7761,"FJM[","שׂים ",,"ii-yod",,,", ii-yod, , ","ii-yod","verb","hif hof qal","set, put",,,"Mitchel_Sec1.D (729-500)",,"qal: establecer, colocar, poner ubicar; hif: ubicar, poner, convertir en; hof: ser puesto;","qal: establecer, colocar, poner ubicar; hi: ubicar, poner, convertir en; ho: ser puesto;","qal: establecer, colocar, poner ubicar; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ubicar, poner, convertir en; ho: ser puesto; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","establecer, colocar, poner ubicar",,,,,"ubicar, poner, convertir en","ser puesto",,,,,,,,,
"sec0416",88,582,4190,"MJM/","מַיִם ",,,,,", , , ",,"subs",,"water, waters",,,"Mitchel_Sec1.D (729-500)",,"agua","agua",,"done",,,,,,,,,,,,,,,,
"sec0414",89,579,3851,"M>H/","מֵאָה I",,,,,", , , ",,"subs",,"hundred",,,"Mitchel_Sec1.D (729-500)",,"cien","cien",,"done",,,,,,,,,,,,,,,,
"sec0411",90,577,3427,"KH","כֹּה ",,,,,", , , ",,"advb",,"thus, here, now",,,"Mitchel_Sec1.D (729-500)",,"por lo tanto, así que, entonces","por lo tanto, así que, entonces, por eso",,"done",,,,,,,,,,,,,,,,
"sec0415",91,573,3972,"MH","מָה ",,,,,", , , ",,"prin",,"what",,,"Mitchel_Sec1.C (999-730)",,"¿qué?, ¿cómo?, ¿por qué?","¿qué?, ¿cómo?, ¿por qué?",,"done",,,,,,,,,,,,,,,,
"sec0407",92,558,1922,"HR/","הַר I",,,,,", , , ",,"subs",,"mountain, mountainous region",,,"Mitchel_Sec1.D (729-500)",,"montaña","montaña",,"done",,,,,,,,,,,,,,,,
"sec0405",93,555,1396,"GWJ/","גֹּוי ",,,,,", , , ",,"subs",,"people, nation",,,"Mitchel_Sec1.D (729-500)",,"pueblo, nación, gente","pueblo, nación, gente",,"done",,,,,,,,,,,,,,,,
"sec0401",94,553,115,">DM/","אָדָם I",,,,,", , , ",,"subs",,"human being, humanity",,,"Mitchel_Sec1.D (729-500)",,"hombre, raza humana, humanidad","hombre, raza humana, humanidad",,"done",,,,,,,,,,,,,,,,
"sec0419",95,548,5541,"<BR[","עבר I","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif nif piel qal","pass by, pass through, cross; transgress",,,"Mitchel_Sec1.D (729-500)",,"qal: pasar por encimar, transgredir; ni: ser cruzado; pi: impregnar; hacer pasar?; hif: causar pasar; dejar pasar; sacrificar; remover;","qal: pasar por encimar, transgredir, cruzar, arrastrar, mover a través de; ni: ser cruzado; pi: impregnar; hacer pasar?; hi: causar pasar; dejar pasar; sacrificar; remover;","qal: pasar por encimar, transgredir, cruzar, arrastrar, mover a través de; qal pass: ; ni: ser cruzado; pi: impregnar; hacer pasar?; pu: ; hit: ; hi: causar pasar; dejar pasar; sacrificar; remover; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","pasar por encimar, transgredir, cruzar, arrastrar, mover a través de","ser cruzado","impregnar; hacer pasar?",,,"causar pasar; dejar pasar; sacrificar; remover",,,,,,,,,,
"sec0412",96,546,3530,"KN","כֵּן ",,,,,", , , ",,"advb",,"so, thus",,,"Mitchel_Sec1.D (729-500)",,"por lo tanto, así que, entonces","por lo tanto, así que, entonces",,"done",,,,,,,,,,,,,,,,
"sec0404",97,526,1344,"GDWL/","גָּדֹול ",,,,,", , , ",,"adjv",,"great",,,"Mitchel_Sec1.D (729-500)",,"grande","grande",,"done",,,,,,,,,,,,,,,,
"sec0420",98,521,5843,"<MD[","עמד ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif hof qal","take a stand, stand; stop",,,"Mitchel_Sec1.D (729-500)",,"qal: Estar de pie; hif: causar a poner de pie, restaurar, confirmar; hof: ser presentado, ser establecido;","qal: Estar de pie, ponerse delante de, pararse, mantenerse de pie; hi: causar a poner de pie, restaurar, confirmar; ho: ser presentado, ser establecido;","qal: Estar de pie, ponerse delante de, pararse, mantenerse de pie; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: causar a poner de pie, restaurar, confirmar; ho: ser presentado, ser establecido; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","Estar de pie, ponerse delante de, pararse, mantenerse de pie",,,,,"causar a poner de pie, restaurar, confirmar","ser presentado, ser establecido",,,,,,,,,
"sec0409",99,506,2465,"XMC/","חָמֵשׁ I",,,,,", , , ",,"subs",,"five",,,"Mitchel_Sec2.A (499-400)",,"cinco","cinco",,"done",,,,,,,,,,,,,,,,
"sec0519",100,505,6856,"QWL/","קֹול ",,,,,", , , ",,"subs",,"sound, voice, call",,,"Mitchel_Sec2.A (499-400)",,"sonido, voz, llamada","sonido, voz, llamada",,"done",,,,,,,,,,,,,,,,
"sec0425",101,505,8336,"TXT/","תַּחַת I",,,,,", , , ",,"subs",,"under part; under; instead of",,,"Mitchel_Sec2.A (499-400)",,"debajo; en vez de, en lugar de","debajo; en vez de, en lugar de",,"done",,,,,,,,,,,,,,,,
"sec0510",102,500,5097,"NKH[","נכה ","i-nun",,"iii-hey",,"i-nun, , iii-hey, ","i-nun, iii-hey","verb","hif hof nif pual","be smitten",,,"Mitchel_Sec1.D (729-500)",,"hif: herir; hof: ser golpeado, ser herido; ni: ser golpeado; pu: ser herido;","hi: herir; ni: ser golpeado; pu: ser herido; ho: ser golpeado, ser herido;","hi: herir; qal: ; qal pass: ; ni: ser golpeado; pi: ; pu: ser herido; hit: ; ho: ser golpeado, ser herido; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","H=6",,"ser golpeado",,"ser herido",,"herir","ser golpeado, ser herido",,,,,,,,,
"sec0515",103,498,6194,"PH/","פֶּה ",,,,,", , , ",,"subs",,"mouth, opening; portion",,,"Mitchel_Sec2.A (499-400)",,"boca, abertura; porción","boca, abertura; porción",,"done",,,,,,,,,,,,,,,,
"sec0517",104,494,6559,"YWH[","צוה ",,,"iii-hey",,", , iii-hey, ","iii-hey","verb","piel pual","summon, order",,,"Mitchel_Sec2.A (499-400)",,"pi: mandar, ordenar, dirigir; pu: ser ordenado, dirigido;","pi: mandar, ordenar, dirigir; pi: mandar, ordenar, dirigir; pu: ser ordenado, dirigido;","pi: mandar, ordenar, dirigir; qal: ; qal pass: ; ni: ; pi: mandar, ordenar, dirigir; pu: ser ordenado, dirigido; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","P=3",,,"mandar, ordenar, dirigir","ser ordenado, dirigido",,,,,,,,,,,,
"sec0502",105,492,487,">LP=/","אֶלֶף II",,,,,", , , ",,"subs",,"thousand",,,"Mitchel_Sec2.A (499-400)",,"mil","mil",,"done",,,,,,,,,,,,,,,,
"sec0506",106,492,3099,"JLD[","ילד ","i-waw",,,,"i-waw, , , ","i-waw","verb","hif hit hof nif pasq piel pual qal","bear, bring forth; beget",,,"Mitchel_Sec2.A (499-400)",,"qal: dar a luz; engendrar; qal pass: dar a luz; engendrar; ni: nacer; pi: ayudar a dar a luz; partera, comadre; pu: nacer; hit: obtener linaje declarado; hif: causar dar a luz; engendrar; hof: nacer;","qal: dar a luz; engendrar; qal pass: dar a luz; engendrar; ni: nacer, hab er nacido; pi: ayudar a dar a luz; partera, comadre; pu: nacer; hit: obtener linaje declarado; hi: causar dar a luz; engendrar; ho: nacer, haber nacido;","qal: dar a luz; engendrar; qal pass: dar a luz; engendrar; ni: nacer, hab er nacido; pi: ayudar a dar a luz; partera, comadre; pu: nacer; hit: obtener linaje declarado; hi: causar dar a luz; engendrar; ho: nacer, haber nacido; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","dar a luz; engendrar","nacer, hab er nacido","ayudar a dar a luz; partera, comadre","nacer","obtener linaje declarado","causar dar a luz; engendrar","nacer, haber nacido",,"dar a luz; engendrar",,,,,,,
"sec0512",107,490,5623,"<WD/","עֹוד ",,,,,", , , ",,"subs",,"duration; still, once more, besides",,,"Mitchel_Sec2.A (499-400)",,"todavía, aún, otra vez","todavía, aún, otra vez",,"done",,,,,,,,,,,,,,,,
"sec0521",108,490,7532,"CB</","שֶׁבַע I",,,,,", , , ",,"subs",,"seven",,,"Mitchel_Sec2.A (499-400)",,"siete","siete",,"done",,,,,,,,,,,,,,,,
"sec0516",109,486,6513,"YB>/","צָבָא I",,,,,", , , ",,"subs",,"host; service",,,"Mitchel_Sec2.A (499-400)",,"hueste; servicio","hueste; servicio",,"done",,,,,,,,,,,,,,,,
"sec0504",110,485,1862,"HJ>","הִיא ",,,,,", , , ",,"prps",,"she",,,"Mitchel_Sec1.D (729-500)",,"ella","ella",,"done",,,,,,,,,,,,,,,,
"sec0518",111,469,6833,"QDC/","קֹדֶשׁ I",,,,,", , , ",,"subs",,"holiness, something holy",,,"Mitchel_Sec2.A (499-400)",,"santo (cosa)","santo (cosa)",,"done",,,,,,,,,,,,,,,,
"sec0505",112,469,2799,"VWB/","טֹוב I",,,,,", , , ",,"adjv",,"good, pleasant",,,"Mitchel_Sec1.D (729-500)",,"bueno (adj), bondad (sust.)","bueno (adj), bondad (sust.)",,"done",,,,,,,,,,,,,,,,
"sec0523",113,468,7971,"CMR[","שׁמר ",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","hit nif piel qal","keep, guard, preserve",,,"Mitchel_Sec2.A (499-400)",,"qal: velar, proteger; ni: ser protegido; tener cuidado; pi: adorar; hit: tener cuidado;","qal: velar, proteger; ni: ser protegido; tener cuidado; pi: adorar; hit: tener cuidado;","qal: velar, proteger; qal pass: ; ni: ser protegido; tener cuidado; pi: adorar; pu: ; hit: tener cuidado; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","velar, proteger","ser protegido; tener cuidado","adorar",,"tener cuidado",,,,,,,,,,,
"sec0503",114,454,679,">RB</","אַרְבַּע ",,,,,", , , ",,"subs",,"four",,,"Mitchel_Sec2.A (499-400)",,"cuatro","cuatro",,"done",,,,,,,,,,,,,,,,
"sec0508",115,453,4548,"MY>[","מצא ",,,"iii-aleph",,", , iii-aleph, ","iii-aleph","verb","hif nif qal","find, attain to",,,"Mitchel_Sec2.A (499-400)",,"qal: hallar, encontrar; ni: ser encontrado; hif: presentar;","qal: hallar, encontrar, venir a, adquirir, llegar, obtener; ni: ser encontrado; hi: presentar;","qal: hallar, encontrar, venir a, adquirir, llegar, obtener; qal pass: ; ni: ser encontrado; pi: ; pu: ; hit: ; hi: presentar; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","hallar, encontrar, venir a, adquirir, llegar, obtener","ser encontrado",,,,"presentar",,,,,,,,,,
"sec0513",116,438,5640,"<WLM/","עֹולָם ",,,,,", , , ",,"subs",,"ancient time; long time, eternity; forever",,,"Mitchel_Sec2.A (499-400)",,"eternidad, para siempre, mucho tiempo; tiempo antiguo, tiempo remoto","eternidad, para siempre, mucho tiempo; tiempo antiguo, tiempo remoto",,"done",,,,,,,,,,,,,,,,
"sec0501",117,438,131,">DNJ/","אֲדֹנָי ",,,,,", , , ",,"nmpr",,"the LORD",,,"Mitchel_Sec1.C (999-730)",,"Señor","Señor",,"done",,,,,,,,,,,,,,,,
"sec0511",118,434,5174,"NPL[","נפל ","i-nun",,,,"i-nun, , , ","i-nun","verb","hif hit piel qal","fall, lie",,,"Mitchel_Sec2.A (499-400)",,"qal: caer; pi: caer; hit: arrojarse, postrarse; hif: causar caer;","qal: caer; pi: caer; hit: arrojarse, postrarse; hi: causar caer;","qal: caer; qal pass: ; ni: ; pi: caer; pu: ; hit: arrojarse, postrarse; hi: causar caer; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","caer",,"caer",,"arrojarse, postrarse","causar caer",,,,,,,,,,
"sec0514",119,433,6138,"<TH","עַתָּה ",,,,,", , , ",,"advb",,"now",,,"Mitchel_Sec2.A (499-400)",,"ahora","ahora",,"done",,,,,,,,,,,,,,,,
"sec0520",120,429,7120,"RB/","רַב I",,,,,", , , ",,"adjv",,"much, many; great; enough",,,"Mitchel_Sec2.A (499-400)",,"mucho, bastante (adj); capitán, jefe (ctxt)","mucho, bastante (adj); capitán, jefe (ctxt)",,"done",,,,,,,,,,,,,,,,
"sec0507",121,423,4177,"MJ","מִי ",,,,,", , , ",,"prin",,"who",,,"Mitchel_Sec2.A (499-400)",,"¿quién?","¿quién?",,"done",,,,,,,,,,,,,,,,
"sec0509",122,422,4824,"MCPV/","מִשְׁפָּט ",,,,,", , , ",,"subs",,"judgement, decision, case, order",,,"Mitchel_Sec2.A (499-400)",,"juicio, justicia; decisión, costumbre","juicio, justicia; decisión, costumbre",,"done",,,,,,,,,,,,,,,,
"sec0522",123,421,7930,"CMJM/","שָׁמַיִם ",,,,,", , , ",,"subs",,"heaven",,,"Mitchel_Sec2.A (499-400)",,"cielo","cielo",,"done",,,,,,,,,,,,,,,,
"sec0524",124,421,8140,"FR/","שַׂר ",,,,,", , , ",,"subs",,"leader; official",,,"Mitchel_Sec2.A (499-400)",,"oficial, líder, príncipe","oficial, líder, príncipe",,"done",,,,,,,,,,,,,,,,
"sec0525",125,418,8293,"TWK/","תָּוֶךְ ",,,,,", , , ",,"subs",,"midst",,,"Mitchel_Sec2.A (499-400)",,"centro, medio","centro, medio",,"done",,,,,,,,,,,,,,,,
"sec0610",126,412,2617,"XRB/","חֶרֶב I",,,,,", , , ",,"subs",,"sword, dagger",,,"Mitchel_Sec2.A (499-400)",,"espada, daga","espada, daga",,"done",,,,,,,,,,,,,,,,
"sec0606",127,407,950,"BJN/","בַּיִן ",,,,,", , , ",,"subs",,"distance; between",,,"Mitchel_Sec2.B (399-310)",,"entre (prep)","entre (prep)",,"done",,,,,,,,,,,,,,,,
"sec0624",128,406,7471,"C>WL=/","שָׁאוּל II",,,,,", , , ",,"nmpr",,"Saul <the king>; Shaul",,,"Mitchel_Sec2.A (499-400)",,"Saúl","Saúl",,"done",,,,,,,,,,,,,,,,
"sec0618",129,404,4873,"N>","נָא ",,,,,", , , ",,"intj",,"now",,,"Mitchel_Sec2.A (499-400)",,"ahora; por favor; ruego (para énfasis)","ahora; por favor; ruego (para énfasis)",,"done",,,,,,,,,,,,,,,,
"sec0614",130,403,3579,"KSP/","כֶּסֶף ",,,,,", , , ",,"subs",,"silver, money",,,"Mitchel_Sec2.B (399-310)",,"plata, dinero","plata, dinero",,"done",,,,,,,,,,,,,,,,
"sec0617",131,401,4602,"MQWM/","מָקֹום ",,,,,", , , ",,"subs",,"standing-place, place, region",,,"Mitchel_Sec2.B (399-310)",,"lugar","lugar",,"done",,,,,,,,,,,,,,,,
"sec0615",132,401,4058,"MZBX/","מִזְבֵּחַ ",,,,,", , , ",,"subs",,"altar",,,"Mitchel_Sec2.A (499-400)",,"altar","altar",,"done",,,,,,,,,,,,,,,,
"sec0611",133,396,3112,"JM/","יָם ",,,,,", , , ",,"subs",,"sea; west; river",,,"Mitchel_Sec2.B (399-310)",,"mar; oeste","mar; oeste",,"done",,,,,,,,,,,,,,,,
"sec0609",134,389,1992,"ZHB/","זָהָב ",,,,,", , , ",,"subs",,"gold",,,"Mitchel_Sec2.B (399-310)",,"oro","oro",,"done",,,,,,,,,,,,,,,,
"sec0605",135,378,751,">C/","אֵשׁ I",,,,,", , , ",,"subs",,"fire",,,"Mitchel_Sec2.B (399-310)",,"fuego","fuego",,"done",,,,,,,,,,,,,,,,
"sec0622",136,378,7187,"RWX/","רוּחַ I",,,,,", , , ",,"subs",,"breath, wind, spirit",,,"Mitchel_Sec2.B (399-310)",,"espíritu,viento, aliento","espíritu,viento, aliento",,"done",,,,,,,,,,,,,,,,
