"section","booklet number (frequency+alphabetic)","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","semantic domain","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss EN","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_EN","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula EN","meaning fixed","Qal=1 EN","Nifal=2 EN","Piel=3 EN","Pual=4 EN","Hitpael=5 EN","Hifil=6 EN","Hofal=7 EN","Hishtafal=8 EN","Passive qal=9 EN","Etpaal=1 EN","Nitpael=11 EN","Hotpaal=12 EN","Tifal=13 EN","Hitpoal=14 EN","Poal=15 EN","Poel=16 EN"
,4415,3,7383,"RPD[","רפד ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","piel qal","spread out",,,,,,,"qal: spread out; pi: spread out; refresh;","qal: spread out; qal pass: ; ni: ; pi: spread out; refresh; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","spread out",,"spread out; refresh",,,,,,,,,,,,,
,4416,3,7395,"RPS[","רפס ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hit qal","foul by stamping",,,,,,,"qal: foul by stamping; hit: <uncertain>;","qal: foul by stamping; qal pass: ; ni: ; pi: ; pu: ; hit: <uncertain>; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","foul by stamping",,,,"<uncertain>",,,,,,,,,,,
,4417,3,7389,"RPW>H/","רְפוּאָה ",,,,,", , , ",,"subs",,"healing",,,,,,"healing","healing",,,,,,,,,,,,,,,,,,
,4418,3,7421,"RQ/","רֹק I",,,,,", , , ",,"subs",,"spittle",,,,,,"spittle","spittle",,,,,,,,,,,,,,,,,,
,4419,3,7422,"RQ=/","רַק II",,,,,", , , ",,"adjv",,"thin",,,,,,"thin","thin",,,,,,,,,,,,,,,,,,
,4420,3,7456,"RTX[","רתח ","i-guttural",,"iii-guttural",,"i-guttural, , iii-guttural, ","i-guttural, iii-guttural","verb","hif piel pual","bring to boiling",,,,,,,"pi: bring to boiling; pu: be brought to boiling; hi: bring to boiling;","qal: ; qal pass: ; ni: ; pi: bring to boiling; pu: be brought to boiling; hit: ; hi: bring to boiling; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,"bring to boiling","be brought to boiling",,"bring to boiling",,,,,,,,,,
,4421,3,7183,"RWD[","רוד ","i-guttural","ii-waw",,,"i-guttural, ii-waw, , ","i-guttural, ii-waw","verb","hif qal","roam about",,,,,,,"qal: roam about; hi: be restless;","qal: roam about; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: be restless; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","roam about",,,,,"be restless",,,,,,,,,,
,4422,3,7185,"RWH/","רָוֶה ",,,,,", , , ",,"adjv",,"watered, saturated",,,,,,"watered, saturated","watered, saturated",,,,,,,,,,,,,,,,,,
,4423,3,7222,"RXBJHW/","רְחַבְיָהוּ ",,,,,", , , ",,"nmpr",,"Rehabiah",,,,,,"Rehabiah","Rehabiah",,,,,,,,,,,,,,,,,,
,4424,3,7220,"RXBWT/","רְחֹבֹות ",,,,,", , , ",,"nmpr",,"Rehoboth",,,,,,"Rehoboth","Rehoboth",,,,,,,,,,,,,,,,,,
,4425,3,7240,"RXP[","רחף ","i-guttural","ii-guttural",,,"i-guttural, ii-guttural, , ","i-guttural, ii-guttural","verb","piel qal","shake",,,,,,,"qal: shake; pi: hover;","qal: shake; qal pass: ; ni: ; pi: hover; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","shake",,"hover",,,,,,,,,,,,,
,4426,3,7206,"RZWN/","רָזֹון I",,,,,", , , ",,"subs",,"leanness, wasting",,,,,,"leanness, wasting","leanness, wasting",,,,,,,,,,,,,,,,,,
,4427,3,5288,"SB>/","סֹבֶא I",,,,,", , , ",,"subs",,"beer",,,,,,"beer","beer",,,,,,,,,,,,,,,,,,
,4428,3,5296,"SBK/","סְבַךְ I",,,,,", , , ",,"subs",,"thicket",,,,,,"thicket","thicket",,,,,,,,,,,,,,,,,,
,4429,3,5301,"SBL=/","סֵבֶל II",,,,,", , , ",,"subs",,"burden, compulsory service",,,,,,"burden, compulsory service","burden, compulsory service",,,,,,,,,,,,,,,,,,
,4430,3,5302,"SBL==/","סֹבֶל III",,,,,", , , ",,"subs",,"burden",,,,,,"burden","burden",,,,,,,,,,,,,,,,,,
,4431,3,5390,"SKR[","סכר I",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","nif piel","be stopped, shut up",,,,,,,"ni: be stopped, shut up; pi: deliver;","qal: ; qal pass: ; ni: be stopped, shut up; pi: deliver; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,"be stopped, shut up","deliver",,,,,,,,,,,,,
,4432,3,5412,"SL<=/","סֶלַע II",,,,,", , , ",,"nmpr",,"Sela",,,,,,"Sela","Sela",,,,,,,,,,,,,,,,,,
,4433,3,5397,"SLH=[","סלה II",,,"iii-hey",,", , iii-hey, ","iii-hey","verb","pual","be paid",,,,,,,"pu: be paid;","qal: ; qal pass: ; ni: ; pi: ; pu: be paid; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,,"be paid",,,,,,,,,,,,
,4434,3,5404,"SLJ/","סַלַּי ",,,,,", , , ",,"nmpr",,"Sallai",,,,,,"Sallai","Sallai",,,,,,,,,,,,,,,,,,
,4435,3,5405,"SLJXH/","סְלִיחָה ",,,,,", , , ",,"subs",,"forgiveness",,,,,,"forgiveness","forgiveness",,,,,,,,,,,,,,,,,,
,4436,3,5420,"SMDR/","סְמָדַר ",,,,,", , , ",,"subs",,"blossom",,,,,,"blossom","blossom",,,,,,,,,,,,,,,,,,
,4437,3,5428,"SN>H/","סְנָאָה ",,,,,", , , ",,"nmpr",,"Senaah",,,,,,"Senaah","Senaah",,,,,,,,,,,,,,,,,,
,4438,3,5433,"SNWRJM/","סַנְוֵרִים ",,,,,", , , ",,"subs",,"sudden blindness",,,,,,"sudden blindness","sudden blindness",,,,,,,,,,,,,,,,,,
,4439,3,5342,"SWR/","סוּר I",,,,,", , , ",,"adjv",,"backsliding",,,,,,"backsliding","backsliding",,,,,,,,,,,,,,,,,,
,4440,3,8438,"T<WDH/","תְּעוּדָה ",,,,,", , , ",,"subs",,"attestation",,,,,,"attestation","attestation",,,,,,,,,,,,,,,,,,
,4441,3,8267,"TBNJ/","תִּבְנִי ",,,,,", , , ",,"nmpr",,"Tibni",,,,,,"Tibni","Tibni",,,,,,,,,,,,,,,,,,
,4442,3,8270,"TBY/","תֵּבֵץ ",,,,,", , , ",,"nmpr",,"Thebez",,,,,,"Thebez","Thebez",,,,,,,,,,,,,,,,,,
,4443,3,8524,"TCWQH/","תְּשׁוּקָה ",,,,,", , , ",,"subs",,"desire",,,,,,"desire","desire",,,,,,,,,,,,,,,,,,
,4444,3,8272,"TGLT_PL>SR/","תִּגְלַת פִּלְאֶסֶר ",,,,,", , , ",,"nmpr",,"Tiglath-Pileser",,,,,,"Tiglath-Pileser","Tiglath-Pileser",,,,,,,,,,,,,,,,,,
,4445,3,8357,"TKWNH/","תְּכוּנָה ",,,,,", , , ",,"subs",,"place; furniture",,,,,,"place; furniture","place; furniture",,,,,,,,,,,,,,,,,,
,4446,3,8371,"TL>[","תלא ",,,"iii-aleph",,", , iii-aleph, ","iii-aleph","verb","qal","hang",,,,,,,"qal: hang;","qal: hang; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","hang",,,,,,,,,,,,,,,
,4447,3,8376,"TLGT_PLN>SR/","תִּלְּגַת פִּלְנְאֶסֶר ",,,,,", , , ",,"nmpr",,"Tiglath-Pileser",,,,,,"Tiglath-Pileser","Tiglath-Pileser",,,,,,,,,,,,,,,,,,
,4448,3,8418,"TMRWRJM/","תַּמְרוּרִים I",,,,,", , , ",,"subs",,"bitterness",,,,,,"bitterness","bitterness",,,,,,,,,,,,,,,,,,
,4449,3,8429,"TNXWMJM/","תַּנְחוּמִים ",,,,,", , , ",,"subs",,"consolation",,,,,,"consolation","consolation",,,,,,,,,,,,,,,,,,
,4450,3,8465,"TPLH=/","תִּפְלָה II",,,,,", , , ",,"subs",,"unseemliness",,,,,,"unseemliness","unseemliness",,,,,,,,,,,,,,,,,,
,4451,3,8484,"TQN[","תקן ",,,,"regular",", , , regular","regular","verb","piel qal","become straight",,,,,,,"qal: become straight; pi: make straight;","qal: become straight; qal pass: ; ni: ; pi: make straight; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","become straight",,"make straight",,,,,,,,,,,,,
,4452,3,8487,"TQP/","תֹּקֶף ",,,,,", , , ",,"subs",,"power",,,,,,"power","power",,,,,,,,,,,,,,,,,,
,4453,3,8488,"TQP[","תקף ",,,,"regular",", , , regular","regular","verb","qal","overpower",,,,,,,"qal: overpower;","qal: overpower; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","overpower",,,,,,,,,,,,,,,
,4454,3,8506,"TR<LH/","תַּרְעֵלָה ",,,,,", , , ",,"subs",,"reeling",,,,,,"reeling","reeling",,,,,,,,,,,,,,,,,,
,4455,3,8505,"TRN/","תֹּרֶן ",,,,,", , , ",,"subs",,"mast; flagstaff",,,,,,"mast; flagstaff","mast; flagstaff",,,,,,,,,,,,,,,,,,
,4456,3,8283,"TW/","תָּו ",,,,,", , , ",,"subs",,"mark",,,,,,"mark","mark",,,,,,,,,,,,,,,,,,
,4457,3,8299,"TWL</","תֹּולָע I",,,,,", , , ",,"subs",,"worm; red cloth",,,,,,"worm; red cloth","worm; red cloth",,,,,,,,,,,,,,,,,,
,4458,3,8331,"TXPNJS/","תַּחְפְּנֵיס ",,,,,", , , ",,"nmpr",,"Tahpenes",,,,,,"Tahpenes","Tahpenes",,,,,,,,,,,,,,,,,,
,4459,3,2784,"VBXH/","טִבְחָה I",,,,,", , , ",,"subs",,"slaughtered meat",,,,,,"slaughtered meat","slaughtered meat",,,,,,,,,,,,,,,,,,
,4460,3,2796,"VHR=/","טֹהַר II",,,,,", , , ",,"subs",,"purity; purifying",,,,,,"purity; purifying","purity; purifying",,,,,,,,,,,,,,,,,,
,4461,3,2854,"VPL[","טפל ",,,,"regular",", , , regular","regular","verb","qal","smear, plaster",,,,,,,"qal: smear, plaster;","qal: smear, plaster; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","smear, plaster",,,,,,,,,,,,,,,
,4462,3,2810,"VWVPT/","טֹוטָפֹת ",,,,,", , , ",,"subs",,"appendages",,,,,,"appendages","appendages",,,,,,,,,,,,,,,,,,
,4463,3,2158,"XBL==[","חבל III","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","piel","be in labour; be pregnant with",,,,,,,"pi: be in labour; be pregnant with;","qal: ; qal pass: ; ni: ; pi: be in labour; be pregnant with; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,"be in labour; be pregnant with",,,,,,,,,,,,,
,4464,3,2155,"XBL====/","חֲבֹל V",,,,,", , , ",,"subs",,"pledge",,,,,,"pledge","pledge",,,,,,,,,,,,,,,,,,
,4465,3,2146,"XBWR/","חָבֹור ",,,,,", , , ",,"nmpr",,"Habor",,,,,,"Habor","Habor",,,,,,,,,,,,,,,,,,
,4466,3,2719,"XCBJHW/","חֲשַׁבְיָהוּ ",,,,,", , , ",,"nmpr",,"Hashabiah",,,,,,"Hashabiah","Hashabiah",,,,,,,,,,,,,,,,,,
,4467,3,2715,"XCBWN/","חֶשְׁבֹּון I",,,,,", , , ",,"subs",,"reckoning, thought",,,,,,"reckoning, thought","reckoning, thought",,,,,,,,,,,,,,,,,,
,4468,3,2737,"XCML/","חַשְׁמַל ",,,,,", , , ",,"subs",,"amber?; electrum?",,,,,,"amber?; electrum?","amber?; electrum?",,,,,,,,,,,,,,,,,,
,4469,3,2205,"XDH[","חדה ","i-guttural",,"iii-hey",,"i-guttural, , iii-hey, ","i-guttural, iii-hey","verb","piel qal","rejoice",,,,,,,"qal: rejoice; pi: make joyful;","qal: rejoice; qal pass: ; ni: ; pi: make joyful; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","rejoice",,"make joyful",,,,,,,,,,,,,
,4470,3,2208,"XDJD/","חָדִיד ",,,,,", , , ",,"nmpr",,"Hadid",,,,,,"Hadid","Hadid",,,,,,,,,,,,,,,,,,
,4471,3,2209,"XDL/","חָדֵל I",,,,,", , , ",,"adjv",,"ceasing, transient",,,,,,"ceasing, transient","ceasing, transient",,,,,,,,,,,,,,,,,,
,4472,3,2190,"XGW/","חָגוּ ",,,,,", , , ",,"subs",,"cleft in the rock; hiding place",,,,,,"cleft in the rock; hiding place","cleft in the rock; hiding place",,,,,,,,,,,,,,,,,,
,4473,3,2192,"XGWR=/","חֲגֹור II",,,,,", , , ",,"subs",,"girdle, belt",,,,,,"girdle, belt","girdle, belt",,,,,,,,,,,,,,,,,,
,4474,3,2337,"XKH/","חַכָּה ",,,,,", , , ",,"subs",,"fish-hook",,,,,,"fish-hook","fish-hook",,,,,,,,,,,,,,,,,,
,4475,3,2339,"XKJLH/","חֲכִילָה ",,,,,", , , ",,"nmpr",,"Hakilah",,,,,,"Hakilah","Hakilah",,,,,,,,,,,,,,,,,,
,4476,3,2417,"XLC[","חלשׁ ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","qal","weaken; be prostrate",,,,,,,"qal: weaken; be prostrate;","qal: weaken; be prostrate; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","weaken; be prostrate",,,,,,,,,,,,,,,
,4477,3,2391,"XLN=/","חֹלֹן II",,,,,", , , ",,"nmpr",,"Holon",,,,,,"Holon","Holon",,,,,,,,,,,,,,,,,,
,4478,3,2369,"XLX/","חֲלַח ",,,,,", , , ",,"nmpr",,"Halah",,,,,,"Halah","Halah",,,,,,,,,,,,,,,,,,
,4479,3,2460,"XMR==/","חֵמָר III",,,,,", , , ",,"subs",,"bitumen, asphalt",,,,,,"bitumen, asphalt","bitumen, asphalt",,,,,,,,,,,,,,,,,,
,4480,3,2469,"XMT/","חֵמֶת I",,,,,", , , ",,"subs",,"waterskin",,,,,,"waterskin","waterskin",,,,,,,,,,,,,,,,,,
,4481,3,2432,"XMWL/","חָמוּל ",,,,,", , , ",,"nmpr",,"Hamul",,,,,,"Hamul","Hamul",,,,,,,,,,,,,,,,,,
,4482,3,2431,"XMWVL/","חֲמוּטַל ",,,,,", , , ",,"nmpr",,"Hamutal",,,,,,"Hamutal","Hamutal",,,,,,,,,,,,,,,,,,
,4483,3,2505,"XNNJHW/","חֲנַנְיָהוּ ",,,,,", , , ",,"nmpr",,"Hananiah",,,,,,"Hananiah","Hananiah",,,,,,,,,,,,,,,,,,
,4484,3,2541,"XPH/","חֻפָּה I",,,,,", , , ",,"subs",,"shelter, bridal chamber",,,,,,"shelter, bridal chamber","shelter, bridal chamber",,,,,,,,,,,,,,,,,,
,4485,3,2546,"XPJM/","חֻפִּים ",,,,,", , , ",,"nmpr",,"Huppim",,,,,,"Huppim","Huppim",,,,,,,,,,,,,,,,,,
,4486,3,2556,"XPR=/","חֵפֶר II",,,,,", , , ",,"nmpr",,"Hepher",,,,,,"Hepher","Hepher",,,,,,,,,,,,,,,,,,
,4487,3,2545,"XPZWN/","חִפָּזֹון ",,,,,", , , ",,"subs",,"hurried flight; in haste",,,,,,"hurried flight; in haste","hurried flight; in haste",,,,,,,,,,,,,,,,,,
,4488,3,2697,"XRC==/","חֹרֶשׁ III",,,,,", , , ",,"subs",,"wooded place",,,,,,"wooded place","wooded place",,,,,,,,,,,,,,,,,,
,4489,3,2699,"XRC====/","חָרָשׁ V",,,,,", , , ",,"subs",,"the Valley of the Craftsmen",,,,,,"the Valley of the Craftsmen","the Valley of the Craftsmen",,,,,,,,,,,,,,,,,,
,4490,3,2708,"XRCT_HGWJM/","חֲרֹשֶׁת הַגֹּויִם ",,,,,", , , ",,"nmpr",,"Harosheth Haggoyim",,,,,,"Harosheth Haggoyim","Harosheth Haggoyim",,,,,,,,,,,,,,,,,,
,4491,3,2654,"XRJ===/","חֹרִי IV",,,,,", , , ",,"nmpr",,"Hori",,,,,,"Hori","Hori",,,,,,,,,,,,,,,,,,
,4492,3,2659,"XRJC/","חָרִישׁ ",,,,,", , , ",,"subs",,"ploughing",,,,,,"ploughing","ploughing",,,,,,,,,,,,,,,,,,
,4493,3,2675,"XRNJ/","חֹרֹנִי ",,,,,", , , ",,"adjv",,"Horonite",,,,,,"Horonite","Horonite",,,,,,,,,,,,,,,,,,
,4494,3,2635,"XRWL/","חָרוּל ",,,,,", , , ",,"subs",,"chickling?",,,,,,"chickling?","chickling?",,,,,,,,,,,,,,,,,,
,4495,3,2535,"XSR==/","חֹסֶר III",,,,,", , , ",,"subs",,"lack",,,,,,"lack","lack",,,,,,,,,,,,,,,,,,
,4496,3,2756,"XTH[","חתה I","i-guttural",,"iii-hey",,"i-guttural, , iii-hey, ","i-guttural, iii-hey","verb","qal","rake together",,,,,,,"qal: rake together;","qal: rake together; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","rake together",,,,,,,,,,,,,,,
,4497,3,2307,"XVP[","חטף ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","qal","snatch away",,,,,,,"qal: snatch away;","qal: snatch away; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","snatch away",,,,,,,,,,,,,,,
,4498,3,2226,"XWG/","חוּג ",,,,,", , , ",,"subs",,"circle; vault",,,,,,"circle; vault","circle; vault",,,,,,,,,,,,,,,,,,
,4499,3,2256,"XWRM/","חוּרָם ",,,,,", , , ",,"nmpr",,"Huram",,,,,,"Huram","Huram",,,,,,,,,,,,,,,,,,
,4500,3,2579,"XYJR==/","חָצִיר III",,,,,", , , ",,"subs",,"reed",,,,,,"reed","reed",,,,,,,,,,,,,,,,,,
,4501,3,2580,"XYN/","חֹצֶן ",,,,,", , , ",,"subs",,"fold of garment, bosom",,,,,,"fold of garment, bosom","fold of garment, bosom",,,,,,,,,,,,,,,,,,
,4502,3,2592,"XYR_<JNN/","חֲצַר עֵינָן ",,,,,", , , ",,"nmpr",,"Hazar Enan",,,,,,"Hazar Enan","Hazar Enan",,,,,,,,,,,,,,,,,,
,4503,3,2574,"XYWT/","חֲצֹות ",,,,,", , , ",,"subs",,"middle, half",,,,,,"middle, half","middle, half",,,,,,,,,,,,,,,,,,
,4504,3,2582,"XYY[","חצץ ","i-guttural",,,"geminate","i-guttural, , , geminate","i-guttural, geminate","verb","piel pual qal","divide oneself",,,,,,,"qal: divide oneself; pi: divide; pu: be cut off;","qal: divide oneself; qal pass: ; ni: ; pi: divide; pu: be cut off; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","divide oneself",,"divide","be cut off",,,,,,,,,,,,
,4505,3,2278,"XZJZ/","חֲזִיז ",,,,,", , , ",,"subs",,"thundercloud",,,,,,"thundercloud","thundercloud",,,,,,,,,,,,,,,,,,
,4506,3,6696,"Y<DH/","צְעָדָה ",,,,,", , , ",,"subs",,"marching; step-chain",,,,,,"marching; step-chain","marching; step-chain",,,,,,,,,,,,,,,,,,
,4507,3,6698,"Y<JP/","צָעִיף ",,,,,", , , ",,"subs",,"shawl",,,,,,"shawl","shawl",,,,,,,,,,,,,,,,,,
,4508,3,6709,"Y<R[","צער ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","qal","be small, insignificant",,,,,,,"qal: be small, insignificant;","qal: be small, insignificant; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","be small, insignificant",,,,,,,,,,,,,,,
,4509,3,6528,"YB</","צֶבַע ",,,,,", , , ",,"subs",,"dyed cloth",,,,,,"dyed cloth","dyed cloth",,,,,,,,,,,,,,,,,,
,4510,3,6548,"YHB/","צָהֹב ",,,,,", , , ",,"adjv",,"gleaming red",,,,,,"gleaming red","gleaming red",,,,,,,,,,,,,,,,,,
,4511,3,6611,"YJWN=/","צִיּוּן II",,,,,", , , ",,"subs",,"sign-post, road-mark",,,,,,"sign-post, road-mark","sign-post, road-mark",,,,,,,,,,,,,,,,,,
,4512,3,6613,"YJX>/","צִיחָא ",,,,,", , , ",,"nmpr",,"Ziha",,,,,,"Ziha","Ziha",,,,,,,,,,,,,,,,,,
,4513,3,6626,"YLH/","צִלָּה ",,,,,", , , ",,"nmpr",,"Zillah",,,,,,"Zillah","Zillah",,,,,,,,,,,,,,,,,,
,4514,3,6627,"YLH[","צלה ",,,"iii-hey",,", , iii-hey, ","iii-hey","verb","qal","roast",,,,,,,"qal: roast;","qal: roast; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","roast",,,,,,,,,,,,,,,
,4515,3,6631,"YLJ/","צָלִי ",,,,,", , , ",,"subs",,"roast",,,,,,"roast","roast",,,,,,,,,,,,,,,,,,
,4516,3,6651,"YLYLJM/","צֶלְצֶלִים ",,,,,", , , ",,"subs",,"cymbals",,,,,,"cymbals","cymbals",,,,,,,,,,,,,,,,,,
,4517,3,6658,"YM>WN/","צִמָּאֹון ",,,,,", , , ",,"subs",,"thirsty ground",,,,,,"thirsty ground","thirsty ground",,,,,,,,,,,,,,,,,,
,4518,3,6675,"YN/","צֵן I",,,,,", , , ",,"subs",,"thorn?; barb?",,,,,,"thorn?; barb?","thorn?; barb?",,,,,,,,,,,,,,,,,,
,4519,3,6690,"YNP[","צנף ",,,,"regular",", , , regular","regular","verb","qal","wind together, wrap",,,,,,,"qal: wind together, wrap;","qal: wind together, wrap; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","wind together, wrap",,,,,,,,,,,,,,,
,4520,3,6683,"YNX[","צנח ",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","go down; penetrate",,,,,,,"qal: go down; penetrate;","qal: go down; penetrate; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","go down; penetrate",,,,,,,,,,,,,,,
,4521,3,6731,"YPJRH/","צְפִירָה ",,,,,", , , ",,"subs",,"plait, chaplet; doom?",,,,,,"plait, chaplet; doom?","plait, chaplet; doom?",,,,,,,,,,,,,,,,,,
,4522,3,6744,"YPRH/","צִפֹּרָה ",,,,,", , , ",,"nmpr",,"Zipporah",,,,,,"Zipporah","Zipporah",,,,,,,,,,,,,,,,,,
,4523,3,6775,"YR<H/","צִרְעָה I",,,,,", , , ",,"subs",,"discouragement",,,,,,"discouragement","discouragement",,,,,,,,,,,,,,,,,,
,4524,3,6782,"YRPT/","צָרְפַת ",,,,,", , , ",,"nmpr",,"Zarephath",,,,,,"Zarephath","Zarephath",,,,,,,,,,,,,,,,,,
,4525,3,6788,"YRTN/","צָרְתָן ",,,,,", , , ",,"nmpr",,"Zarethan",,,,,,"Zarethan","Zarethan",,,,,,,,,,,,,,,,,,
,4526,3,6568,"YWP[","צוף ",,"ii-waw",,,", ii-waw, , ","ii-waw","verb","hif qal","overflow",,,,,,,"qal: overflow; hi: cause to overflow; cause to float;","qal: overflow; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: cause to overflow; cause to float; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","overflow",,,,,"cause to overflow; cause to float",,,,,,,,,,
,4527,3,6567,"YWP=/","צוּף II",,,,,", , , ",,"nmpr",,"Zuph",,,,,,"Zuph","Zuph",,,,,,,,,,,,,,,,,,
,4528,3,6575,"YWQH/","צוּקָה ",,,,,", , , ",,"subs",,"oppression",,,,,,"oppression","oppression",,,,,,,,,,,,,,,,,,
,4529,3,1973,"ZBDJHW/","זְבַדְיָהוּ ",,,,,", , , ",,"nmpr",,"Zebadiah",,,,,,"Zebadiah","Zebadiah",,,,,,,,,,,,,,,,,,
,4530,3,1978,"ZBWLNJ/","זְבוּלֹנִי ",,,,,", , , ",,"adjv",,"Zebulunite",,,,,,"Zebulunite","Zebulunite",,,,,,,,,,,,,,,,,,
,4531,3,2028,"ZJPJ/","זִיפִי ",,,,,", , , ",,"adjv",,"Ziphite",,,,,,"Ziphite","Ziphite",,,,,,,,,,,,,,,,,,
,4532,3,2038,"ZKJ/","זַכָּי ",,,,,", , , ",,"nmpr",,"Zaccai",,,,,,"Zaccai","Zaccai",,,,,,,,,,,,,,,,,,
,4533,3,2050,"ZL<PH/","זַלְעָפָה ",,,,,", , , ",,"subs",,"raging, irritation",,,,,,"raging, irritation","raging, irritation",,,,,,,,,,,,,,,,,,
,4534,3,2054,"ZMH=/","זִמָּה II",,,,,", , , ",,"nmpr",,"Zimmah",,,,,,"Zimmah","Zimmah",,,,,,,,,,,,,,,,,,
,4535,3,2063,"ZMN[","זמן ",,,,"regular",", , , regular","regular","verb","pual","be appointed, set",,,,,,,"pu: be appointed, set;","qal: ; qal pass: ; ni: ; pi: ; pu: be appointed, set; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,,"be appointed, set",,,,,,,,,,,,
,4536,3,2065,"ZMR=[","זמר II",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","nif qal","prune",,,,,,,"qal: prune; ni: be pruned;","qal: prune; qal pass: ; ni: be pruned; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","prune","be pruned",,,,,,,,,,,,,,
,4537,3,2072,"ZN/","זַן ",,,,,", , , ",,"subs",,"kind, sort",,,,,,"kind, sort","kind, sort",,,,,,,,,,,,,,,,,,
,4538,3,2097,"ZPT/","זֶפֶת ",,,,,", , , ",,"subs",,"pitch",,,,,,"pitch","pitch",,,,,,,,,,,,,,,,,,
